area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,947,3.0,1.0,63.42
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1101,2.0,1.0,58.41
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1422,3.0,2.0,84.1
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1052,2.0,3.0,67.95
Carpet  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1645,3.0,0.0,119.7
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,538,1.0,1.0,69.29
Plot  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,1213,2.0,1.0,102.32
Plot  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1158,2.0,2.0,68.51
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1537,3.0,2.0,77.12
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,942,2.0,1.0,58.43
Super built-up  Area,Ready To Move,Kanakapura Road,1 BHK,GrnSpce,533,1.0,0.0,34.42
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,1028,2.0,1.0,82.85
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1423,4.0,2.0,102.24
Built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1137,2.0,3.0,178.64
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,GrnSpce,1965,3.0,0.0,192.75
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1830,4.0,3.0,83.14
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1652,3.0,3.0,155.2
Built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,533,1.0,1.0,36.05
Built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,3091,4.0,3.0,232.91
Super built-up  Area,Ready To Move,Rajaji Nagar,1 BHK,GrnSpce,625,1.0,3.0,64.83
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1110,2.0,0.0,63.27
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1481,3.0,3.0,107.47
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,976,2.0,3.0,108.18
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1840,3.0,2.0,131.51
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1680,3.0,3.0,103.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1087,2.0,2.0,66.62
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1563,4.0,1.0,73.4
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1103,3.0,3.0,53.47
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1237,2.0,2.0,75.24
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1537,3.0,3.0,110.36
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1716,4.0,1.0,70.96
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,922,2.0,2.0,48.88
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1038,2.0,1.0,102.14
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1714,3.0,0.0,93.54
Super built-up  Area,Ready To Move,Kanakapura Road,1 BHK,GrnSpce,547,1.0,3.0,28.25
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1442,3.0,1.0,93.09
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1005,2.0,3.0,62.73
Super built-up  Area,Ready To Move,Malleshwaram,4 BHK,GrnSpce,2346,5.0,1.0,268.75
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1237,3.0,0.0,137.2
Built-up  Area,Ready To Move,Kanakapura Road,1 BHK,GrnSpce,602,1.0,3.0,30.38
Plot  Area,Ready To Move,Electronic City Phase II,1 BHK,GrnSpce,707,1.0,2.0,31.79
Plot  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1422,3.0,3.0,59.61
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1068,2.0,0.0,49.06
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,995,2.0,1.0,62.77
Built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1531,3.0,2.0,89.96
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1230,3.0,2.0,70.96
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1209,3.0,1.0,79.66
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1635,3.0,2.0,80.21
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1089,3.0,0.0,45.81
Built-up  Area,Ready To Move,Hebbal,4 BHK,GrnSpce,2293,4.0,2.0,224.59
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1223,3.0,3.0,73.47
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1505,3.0,1.0,102.46
Plot  Area,Ready To Move,Electronic City Phase II,1 BHK,GrnSpce,685,1.0,0.0,23.67
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1767,4.0,0.0,276.09
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1702,3.0,0.0,87.94
Plot  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1576,3.0,2.0,164.71
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1231,2.0,1.0,122.12
Super built-up  Area,Ready To Move,Koramangala,4 BHK,GrnSpce,2398,5.0,2.0,355.04
Plot  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1648,3.0,3.0,128.64
Plot  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1419,3.0,1.0,85.59
Built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,954,2.0,0.0,141.57
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1191,2.0,1.0,80.31
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1010,2.0,2.0,69.32
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1670,3.0,0.0,80.98
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1030,2.0,0.0,65.43
Plot  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1219,2.0,2.0,65.77
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1792,3.0,2.0,95.72
Super built-up  Area,Ready To Move,Malleshwaram,5 BHK,GrnSpce,4879,5.0,3.0,679.92
Plot  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,993,3.0,1.0,74.34
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1525,3.0,0.0,140.65
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1608,3.0,0.0,115.54
Built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1043,2.0,1.0,67.55
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1799,3.0,0.0,291.28
Super built-up  Area,Ready To Move,Bellandur,1 BHK,GrnSpce,573,1.0,2.0,38.91
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,690,1.0,1.0,35.25
Plot  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1591,3.0,2.0,104.83
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1051,2.0,2.0,84.11
Plot  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,627,1.0,3.0,78.39
Super built-up  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,720,1.0,0.0,29.57
Plot  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1055,3.0,2.0,72.16
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1000,2.0,3.0,66.19
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1117,2.0,3.0,149.9
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,606,1.0,1.0,31.27
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1712,3.0,2.0,108.22
Plot  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1750,3.0,2.0,110.72
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,982,2.0,3.0,56.32
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1281,3.0,2.0,46.52
Super built-up  Area,Ready To Move,Electronic City,1 BHK,GrnSpce,746,2.0,0.0,32.24
Built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1412,3.0,0.0,77.69
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1275,3.0,1.0,60.65
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,960,2.0,3.0,80.33
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1498,3.0,0.0,78.05
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1286,2.0,2.0,45.86
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1258,2.0,2.0,86.59
Super built-up  Area,Ready To Move,Koramangala,4 BHK,GrnSpce,3086,4.0,0.0,480.76
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1008,2.0,3.0,60.23
Carpet  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1643,3.0,0.0,95.55
Carpet  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1247,2.0,1.0,169.92
Plot  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1173,2.0,3.0,69.36
Plot  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1148,2.0,3.0,116.06
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1755,3.0,3.0,194.2
Built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1915,3.0,3.0,121.9
Carpet  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1473,4.0,2.0,88.11
Built-up  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2269,4.0,2.0,106.4
Super built-up  Area,Ready To Move,Kanakapura Road,1 BHK,GrnSpce,536,2.0,1.0,29.7
Super built-up  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1625,3.0,3.0,107.07
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,959,3.0,1.0,91.96
Super built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,947,3.0,0.0,67.25
Carpet  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1848,3.0,3.0,121.35
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1401,3.0,1.0,67.07
Plot  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,948,2.0,0.0,43.14
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1235,2.0,0.0,53.61
Built-up  Area,Ready To Move,Kaggadasapura,1 BHK,GrnSpce,579,2.0,1.0,27.91
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1170,2.0,0.0,168.12
Built-up  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1814,3.0,3.0,189.6
Super built-up  Area,Ready To Move,Koramangala,5 BHK,GrnSpce,4486,5.0,3.0,584.05
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,GrnSpce,2830,4.0,1.0,417.1
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1514,3.0,3.0,73.73
Carpet  Area,Ready To Move,Koramangala,1 BHK,GrnSpce,712,1.0,3.0,101.02
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1903,3.0,2.0,249.12
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1067,3.0,0.0,126.45
Super built-up  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2271,4.0,3.0,87.0
Plot  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1094,2.0,3.0,95.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,960,2.0,1.0,38.29
Plot  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1479,3.0,1.0,59.03
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1863,3.0,3.0,92.49
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,GrnSpce,1422,3.0,0.0,86.36
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,1044,2.0,0.0,59.49
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,920,2.0,0.0,84.41
Plot  Area,Ready To Move,Uttarahalli,1 BHK,GrnSpce,706,1.0,3.0,35.28
Plot  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1007,2.0,0.0,58.03
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,958,2.0,1.0,33.5
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,999,3.0,0.0,67.11
Built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1786,4.0,3.0,219.51
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1122,2.0,2.0,54.55
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,GrnSpce,1850,4.0,3.0,242.37
Super built-up  Area,Ready To Move,Electronic City Phase II,5 BHK,GrnSpce,4390,6.0,0.0,162.52
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,GrnSpce,1816,4.0,2.0,74.55
Plot  Area,Ready To Move,Yelahanka,1 BHK,GrnSpce,611,2.0,0.0,33.37
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1269,2.0,2.0,94.89
Carpet  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1296,2.0,3.0,57.33
Plot  Area,Ready To Move,Sarjapur Road,3 BHK,GrnSpce,1869,4.0,2.0,143.02
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1012,2.0,0.0,43.09
Super built-up  Area,Ready To Move,Electronic City,4 BHK,GrnSpce,2681,4.0,1.0,107.39
Built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1060,2.0,1.0,76.08
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1030,2.0,0.0,48.75
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1786,4.0,1.0,103.36
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,988,2.0,2.0,48.67
Built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1066,2.0,0.0,128.63
Super built-up  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,732,1.0,1.0,48.89
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1249,2.0,3.0,66.13
Plot  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1892,3.0,0.0,164.5
Plot  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1009,2.0,3.0,130.39
Plot  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1065,3.0,0.0,131.97
Plot  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,932,2.0,1.0,43.17
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1677,3.0,2.0,73.77
Plot  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1407,3.0,0.0,95.47
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,979,3.0,2.0,111.42
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1786,4.0,3.0,76.9
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1010,2.0,0.0,39.63
Built-up  Area,Ready To Move,Thanisandra,2 BHK,GrnSpce,1034,2.0,1.0,53.97
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1043,2.0,0.0,65.3
Plot  Area,Ready To Move,Yelahanka,4 BHK,GrnSpce,2895,4.0,3.0,140.48
Plot  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,928,2.0,1.0,37.96
Built-up  Area,Ready To Move,Hebbal,1 BHK,GrnSpce,566,1.0,1.0,48.89
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1128,2.0,3.0,141.22
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1157,2.0,0.0,56.47
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1494,3.0,0.0,114.49
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1480,4.0,0.0,102.16
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1476,3.0,0.0,58.36
Carpet  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1819,3.0,3.0,157.41
Plot  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1127,3.0,2.0,165.36
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1730,3.0,1.0,122.42
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,GrnSpce,1691,3.0,2.0,150.28
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1563,3.0,1.0,119.3
Super built-up  Area,Ready To Move,Koramangala,3 BHK,GrnSpce,1886,3.0,3.0,228.96
Super built-up  Area,Ready To Move,Bellandur,1 BHK,GrnSpce,722,1.0,2.0,52.68
Super built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1178,2.0,0.0,148.87
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1023,3.0,1.0,47.87
Built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1006,2.0,2.0,51.53
Super built-up  Area,Ready To Move,Hebbal,4 BHK,GrnSpce,2535,4.0,1.0,219.27
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1884,3.0,3.0,89.38
Plot  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1271,2.0,0.0,49.9
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1816,3.0,3.0,241.1
Super built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1237,3.0,1.0,174.71
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,GrnSpce,1833,3.0,0.0,184.81
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,928,2.0,1.0,38.17
Built-up  Area,Ready To Move,Sarjapur Road,1 BHK,GrnSpce,673,1.0,2.0,47.13
Super built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,2480,4.0,3.0,299.3
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1780,3.0,0.0,83.4
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1469,4.0,0.0,130.24
Super built-up  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,733,1.0,0.0,55.65
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1185,3.0,3.0,159.56
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,GrnSpce,716,1.0,0.0,44.49
Carpet  Area,Ready To Move,Yelahanka,3 BHK,GrnSpce,1844,3.0,2.0,103.36
Built-up  Area,Ready To Move,Electronic City,2 BHK,GrnSpce,1249,2.0,0.0,52.68
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1059,2.0,0.0,124.18
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1219,2.0,1.0,89.28
Built-up  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1062,2.0,0.0,148.99
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1568,3.0,0.0,62.03
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1134,3.0,2.0,74.09
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1122,2.0,1.0,68.14
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1101,2.0,3.0,135.94
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,GrnSpce,1695,3.0,0.0,67.52
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1835,3.0,3.0,78.12
Super built-up  Area,Ready To Move,Rajaji Nagar,1 BHK,GrnSpce,530,1.0,2.0,52.8
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1000,2.0,2.0,57.94
Plot  Area,Ready To Move,Sarjapur Road,2 BHK,GrnSpce,1258,2.0,3.0,79.23
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,996,2.0,2.0,59.12
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,652,1.0,3.0,71.39
Plot  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1594,3.0,2.0,141.43
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1748,3.0,2.0,104.15
Built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1274,3.0,1.0,83.79
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,1289,3.0,2.0,74.42
Plot  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1106,2.0,1.0,36.96
Carpet  Area,Ready To Move,Bannerghatta Road,2 BHK,GrnSpce,1135,2.0,3.0,69.72
Built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1862,4.0,0.0,246.04
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1589,4.0,1.0,84.91
Super built-up  Area,Ready To Move,Kaggadasapura,5 BHK,GrnSpce,3632,6.0,3.0,201.03
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1198,2.0,1.0,52.31
Super built-up  Area,Ready To Move,Uttarahalli,4 BHK,GrnSpce,2788,4.0,1.0,121.54
Built-up  Area,Ready To Move,Marathahalli,2 BHK,GrnSpce,1090,2.0,0.0,78.87
Plot  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1913,3.0,1.0,137.04
Plot  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1052,3.0,3.0,45.55
Built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1148,3.0,3.0,107.35
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1989,3.0,0.0,88.24
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1099,2.0,3.0,189.63
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,928,3.0,3.0,87.89
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1024,3.0,0.0,50.16
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,920,2.0,0.0,37.21
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,911,3.0,2.0,36.21
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1202,2.0,0.0,84.28
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1994,3.0,0.0,153.17
Plot  Area,Ready To Move,Kanakapura Road,2 BHK,GrnSpce,1194,2.0,1.0,73.57
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1004,2.0,0.0,49.54
Built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1218,2.0,0.0,147.97
Plot  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1492,3.0,1.0,66.2
Carpet  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1206,2.0,3.0,50.45
Carpet  Area,Ready To Move,Kanakapura Road,1 BHK,GrnSpce,576,2.0,1.0,40.42
Plot  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,1024,3.0,1.0,101.45
Built-up  Area,Ready To Move,Whitefield,2 BHK,GrnSpce,1297,3.0,3.0,95.29
Plot  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1245,2.0,1.0,122.95
Plot  Area,Ready To Move,Koramangala,2 BHK,GrnSpce,1009,2.0,1.0,114.55
Plot  Area,Ready To Move,Electronic City Phase II,2 BHK,GrnSpce,1272,2.0,1.0,51.06
Plot  Area,Ready To Move,Thanisandra,3 BHK,GrnSpce,1813,3.0,3.0,108.3
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GrnSpce,1741,3.0,3.0,82.3
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1537,3.0,2.0,127.71
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,1090,3.0,1.0,119.89
Plot  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1031,2.0,0.0,73.07
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,1080,2.0,2.0,96.48
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,953,2.0,2.0,46.36
Super built-up  Area,Ready To Move,Whitefield,3 BHK,GrnSpce,1407,4.0,3.0,95.28
Built-up  Area,Ready To Move,Rajaji Nagar,1 BHK,GrnSpce,691,1.0,2.0,75.97
Super built-up  Area,Ready To Move,HSR Layout,1 BHK,GrnSpce,536,1.0,1.0,50.41
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrnSpce,1115,2.0,0.0,63.27
Super built-up  Area,Ready To Move,Whitefield,4 BHK,GrnSpce,2545,4.0,0.0,189.99
Super built-up  Area,Ready To Move,Whitefield,1 BHK,GrnSpce,627,1.0,1.0,46.22
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,GrnSpce,1110,2.0,3.0,124.36
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,GrnSpce,1945,4.0,0.0,249.58
Super built-up  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1548,3.0,2.0,92.56
Plot  Area,Ready To Move,Yelahanka,2 BHK,GrnSpce,980,2.0,2.0,60.29
Super built-up  Area,Ready To Move,Bellandur,3 BHK,GrnSpce,1846,3.0,0.0,120.86
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,GrnSpce,1053,2.0,3.0,40.52
Plot  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,573,2.0,2.0,63.14
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1081,3.0,3.0,56.09
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrnSpce,1494,3.0,3.0,108.59
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,634,1.0,0.0,85.49
Built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,GrnSpce,912,3.0,1.0,113.34
Built-up  Area,Ready To Move,HSR Layout,2 BHK,GrnSpce,968,2.0,3.0,108.94
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,GrnSpce,1536,3.0,0.0,105.26
Carpet  Area,Ready To Move,Bellandur,2 BHK,GrnSpce,1193,2.0,1.0,93.95
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1710,4.0,3.0,269.56
Plot  Area,Ready To Move,Malleshwaram,1 BHK,GrnSpce,625,1.0,0.0,79.18
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,GrnSpce,1439,3.0,0.0,49.3
