area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,915.0,2.0,0.0,78.39,2,8567.213114754099
Built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,1124.0,2.0,2.0,90.97,2,8093.416370106762
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1471.0,3.0,0.0,132.23,3,8989.123045547245
Built-up  Area,Ready To Move,Hebbal,4 BHK,GrnSpce,2443.0,5.0,2.0,226.29,4,9262.791649611134
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1532.0,4.0,3.0,129.71,3,8466.710182767623
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1766.0,3.0,0.0,149.51,3,8466.024915062288
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1928.0,4.0,2.0,168.25,3,8726.659751037345
Carpet  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1840.0,3.0,2.0,153.07,3,8319.021739130434
Built-up  Area,Ready To Move,Hebbal,3 BHK,GrnSpce,1879.0,3.0,3.0,170.26,3,9061.202767429484
Super built-up  Area,Ready To Move,Hebbal,2 BHK,GrnSpce,916.0,2.0,1.0,82.2,2,8973.799126637554
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1299.0,2.0,1.0,197.72,2,15220.939183987683
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1672.0,3.0,1.0,226.45,3,13543.66028708134
Super built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,2279.0,4.0,0.0,326.21,4,14313.734093900832
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1507.0,4.0,1.0,217.69,3,14445.255474452555
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1045.0,2.0,3.0,148.76,2,14235.406698564593
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1825.0,3.0,2.0,246.04,3,13481.643835616438
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1759.0,4.0,0.0,264.81,3,15054.576463899943
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1755.0,3.0,1.0,259.73,3,14799.430199430199
Plot  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1274.0,3.0,3.0,171.33,2,13448.194662480377
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1517.0,4.0,2.0,210.78,3,13894.52867501648
Super built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,3027.0,5.0,0.0,425.86,4,14068.714899240173
Plot  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,986.0,2.0,0.0,134.49,2,13639.959432048681
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,608.0,1.0,0.0,84.07,1,13827.302631578947
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1182.0,2.0,2.0,165.26,2,13981.387478849409
Carpet  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1139.0,2.0,3.0,168.15,2,14762.949956101844
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1701.0,3.0,2.0,256.51,3,15079.952968841857
Built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,2835.0,4.0,2.0,375.63,4,13249.73544973545
Super built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,2361.0,4.0,3.0,342.21,4,14494.28208386277
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1723.0,3.0,3.0,221.14,3,12834.590829947765
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,552.0,1.0,1.0,83.01,1,15038.043478260872
Plot  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,2914.0,4.0,2.0,437.77,4,15022.99245024022
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1893.0,3.0,1.0,277.53,3,14660.855784469095
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1298.0,2.0,0.0,188.54,2,14525.42372881356
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1913.0,3.0,2.0,243.39,3,12722.948248823837
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1926.0,3.0,1.0,275.88,3,14323.98753894081
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,985.0,2.0,3.0,129.47,2,13144.162436548224
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1712.0,3.0,0.0,217.69,3,12715.53738317757
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1067.0,2.0,2.0,146.64,2,13743.205248359885
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1447.0,3.0,3.0,213.93,3,14784.381478921907
Super built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,2296.0,5.0,1.0,339.35,4,14780.052264808362
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,921.0,2.0,2.0,126.76,2,13763.30076004343
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1131.0,2.0,2.0,159.48,2,14100.795755968167
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,999.0,2.0,3.0,134.65,2,13478.478478478479
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1150.0,2.0,2.0,176.03,2,15306.95652173913
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1687.0,3.0,2.0,235.86,3,13981.031416716063
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1660.0,3.0,3.0,229.52,3,13826.506024096385
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1743.0,3.0,2.0,256.72,3,14728.628800917959
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1474.0,3.0,0.0,215.15,3,14596.336499321575
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,620.0,1.0,2.0,81.4,1,13129.032258064517
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1117.0,2.0,3.0,149.9,2,13419.87466427932
Carpet  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1247.0,2.0,1.0,169.92,2,13626.303127506015
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1903.0,3.0,2.0,249.12,3,13090.90909090909
Plot  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1009.0,2.0,3.0,130.39,2,12922.695738354805
Plot  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1127.0,3.0,2.0,165.36,2,14672.582076308787
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,634.0,1.0,0.0,85.49,1,13484.22712933754
Carpet  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1076.0,2.0,3.0,149.74,2,13916.35687732342
Super built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,3025.0,4.0,0.0,457.13,4,15111.735537190083
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1692.0,3.0,3.0,240.43,3,14209.810874704492
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,705.0,1.0,3.0,97.94,1,13892.198581560284
Plot  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1234.0,2.0,0.0,162.76,2,13189.627228525122
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1679.0,4.0,2.0,220.08,3,13107.802263251935
Plot  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,992.0,2.0,1.0,146.06,2,14723.790322580646
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,900.0,2.0,3.0,123.57,2,13730.0
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1161.0,2.0,0.0,172.4,2,14849.267872523686
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,580.0,2.0,1.0,79.97,1,13787.931034482759
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,620.0,1.0,2.0,88.87,1,14333.870967741936
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1893.0,3.0,1.0,246.33,3,13012.678288431061
Plot  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,968.0,2.0,0.0,146.43,2,15127.066115702479
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1746.0,3.0,1.0,223.69,3,12811.569301260022
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1850.0,3.0,1.0,274.02,3,14811.891891891892
Plot  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,906.0,2.0,3.0,128.87,2,14224.061810154526
Super built-up  Area,Ready To Move,Indiranagar,5 BHK,GrnSpce,4007.0,5.0,0.0,528.59,5,13191.664586972798
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1015.0,2.0,0.0,130.67,2,12873.89162561576
Plot  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,744.0,1.0,3.0,95.3,1,12809.139784946237
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1499.0,3.0,3.0,206.77,3,13793.862575050034
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1659.0,4.0,2.0,242.18,3,14597.950572634118
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1064.0,2.0,3.0,137.57,2,12929.511278195489
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,721.0,1.0,1.0,106.52,1,14773.925104022192
Super built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,2514.0,4.0,3.0,365.03,4,14519.88862370724
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1941.0,3.0,1.0,257.79,3,13281.298299845443
Carpet  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,518.0,1.0,1.0,77.62,1,14984.555984555984
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1092.0,2.0,0.0,159.99,2,14651.098901098901
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1644.0,3.0,2.0,212.15,3,12904.501216545012
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,574.0,2.0,1.0,78.2,1,13623.69337979094
Carpet  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1487.0,3.0,3.0,210.64,3,14165.433759246805
Built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1035.0,2.0,3.0,146.79,2,14182.608695652174
Plot  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,734.0,1.0,1.0,105.31,1,14347.41144414169
Carpet  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1288.0,2.0,0.0,170.43,2,13232.142857142857
Built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1539.0,3.0,0.0,230.01,3,14945.41910331384
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1143.0,2.0,0.0,151.05,2,13215.223097112863
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1056.0,2.0,1.0,152.57,2,14447.916666666666
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,951.0,3.0,0.0,132.1,2,13890.641430073607
Built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,559.0,1.0,3.0,83.43,1,14924.865831842577
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,986.0,3.0,1.0,128.17,2,12998.985801217037
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1880.0,3.0,0.0,264.73,3,14081.382978723404
Built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1223.0,2.0,0.0,155.95,2,12751.43090760425
Plot  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1132.0,2.0,1.0,165.65,2,14633.39222614841
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,961.0,2.0,3.0,135.55,2,14105.098855359003
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1464.0,4.0,1.0,221.33,3,15118.169398907105
Super built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,2225.0,4.0,2.0,340.97,4,15324.494382022473
Plot  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1868.0,4.0,2.0,280.96,3,15040.685224839399
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1296.0,2.0,3.0,190.16,2,14672.839506172839
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1136.0,2.0,1.0,150.74,2,13269.366197183099
Built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1702.0,4.0,2.0,245.77,3,14440.070505287897
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,1184.0,2.0,1.0,174.56,2,14743.243243243243
Built-up  Area,Ready To Move,Indiranagar,4 BHK,GrnSpce,2860.0,4.0,1.0,414.29,4,14485.664335664336
Super built-up  Area,Ready To Move,Indiranagar,1 BHK,GrnSpce,715.0,1.0,3.0,96.8,1,13538.461538461539
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1979.0,3.0,1.0,285.86,3,14444.66902475998
Super built-up  Area,Ready To Move,Indiranagar,3 BHK,GrnSpce,1979.0,3.0,2.0,274.87,3,13889.33804951996
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,905.0,2.0,2.0,132.63,2,14655.24861878453
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,916.0,2.0,2.0,130.2,2,14213.973799126636
Carpet  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,961.0,2.0,2.0,147.97,2,15397.502601456816
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,GrnSpce,961.0,2.0,2.0,133.83,2,13926.118626430803
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,950.0,2.0,1.0,45.47,2,4786.315789473684
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,663.0,1.0,2.0,34.4,1,5188.536953242836
Built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1289.0,3.0,0.0,66.79,2,5181.536074476339
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1249.0,2.0,1.0,62.75,2,5024.019215372298
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1667.0,3.0,0.0,86.93,3,5214.757048590282
Plot  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1442.0,3.0,2.0,77.0,3,5339.805825242718
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1299.0,2.0,2.0,64.82,2,4989.992301770592
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1951.0,3.0,3.0,90.66,3,4646.847770374167
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1131.0,3.0,1.0,57.49,2,5083.112290008842
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1848.0,3.0,2.0,101.8,3,5508.658008658009
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,975.0,2.0,1.0,51.92,2,5325.128205128205
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1088.0,2.0,0.0,51.64,2,4746.323529411765
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,599.0,1.0,1.0,32.38,1,5405.676126878131
Plot  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,912.0,2.0,1.0,47.13,2,5167.763157894737
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1901.0,3.0,1.0,92.79,3,4881.115202524987
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1223.0,3.0,3.0,62.46,2,5107.113654946852
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1856.0,3.0,1.0,97.2,3,5237.068965517241
Built-up  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,3031.0,4.0,0.0,147.89,4,4879.247773012206
Plot  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,614.0,1.0,3.0,32.27,1,5255.7003257329
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1136.0,2.0,0.0,58.22,2,5125.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,913.0,3.0,1.0,46.55,2,5098.576122672508
Plot  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1269.0,2.0,1.0,59.24,2,4668.242710795902
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,665.0,1.0,3.0,35.52,1,5341.353383458647
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1522.0,3.0,0.0,77.46,3,5089.356110381077
Built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1096.0,2.0,0.0,52.24,2,4766.423357664234
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1683.0,3.0,2.0,82.89,3,4925.133689839572
Built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1235.0,3.0,3.0,60.56,2,4903.643724696356
Built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1094.0,2.0,2.0,51.88,2,4742.2303473491775
Built-up  Area,Ready To Move,KR Puram,5 BHK,GrnSpce,4386.0,5.0,3.0,224.17,5,5111.035111719107
Built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,655.0,1.0,0.0,36.17,1,5522.137404580153
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1123.0,3.0,1.0,59.25,2,5276.046304541407
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1103.0,3.0,3.0,53.47,2,4847.68812330009
Plot  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1219.0,2.0,2.0,65.77,2,5395.406070549631
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,606.0,1.0,1.0,31.27,1,5160.06600660066
Built-up  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2269.0,4.0,2.0,106.4,4,4689.290436315558
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1863.0,3.0,3.0,92.49,3,4964.573268921095
Built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1006.0,2.0,2.0,51.53,2,5122.2664015904575
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1589.0,4.0,1.0,84.91,3,5343.612334801762
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,907.0,2.0,2.0,43.76,2,4824.696802646086
Super built-up  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2760.0,4.0,1.0,143.29,4,5191.666666666667
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1055.0,2.0,0.0,52.69,2,4994.312796208531
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,516.0,2.0,0.0,24.12,1,4674.418604651163
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1217.0,3.0,3.0,66.14,2,5434.67543138866
Plot  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,956.0,3.0,1.0,50.24,2,5255.230125523012
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1165.0,3.0,3.0,59.45,2,5103.004291845494
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,917.0,2.0,0.0,42.59,2,4644.492911668484
Plot  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1765.0,3.0,2.0,88.63,3,5021.529745042493
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1074.0,2.0,1.0,59.62,2,5551.2104283054005
Plot  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1900.0,4.0,3.0,99.22,3,5222.105263157895
Carpet  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2605.0,5.0,2.0,130.71,4,5017.658349328215
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,589.0,1.0,2.0,28.44,1,4828.522920203735
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,525.0,1.0,0.0,28.72,1,5470.476190476191
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1746.0,4.0,2.0,90.37,3,5175.830469644902
Carpet  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,519.0,1.0,3.0,24.39,1,4699.421965317919
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1237.0,2.0,1.0,59.47,2,4807.599029911075
Plot  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1548.0,3.0,3.0,73.29,3,4734.496124031009
Carpet  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,915.0,2.0,1.0,44.22,2,4832.786885245901
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1907.0,3.0,2.0,97.46,3,5110.644992134242
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1489.0,4.0,0.0,68.05,3,4570.181329751511
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,981.0,3.0,3.0,53.79,2,5483.180428134557
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1601.0,3.0,0.0,81.02,3,5060.587133041849
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1898.0,3.0,3.0,97.78,3,5151.738672286618
Plot  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1526.0,4.0,3.0,69.84,3,4576.671035386632
Plot  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1282.0,2.0,1.0,58.92,2,4595.94383775351
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,973.0,2.0,0.0,50.86,2,5227.132579650565
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,623.0,1.0,0.0,32.25,1,5176.565008025682
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,726.0,1.0,1.0,37.32,1,5140.495867768595
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1791.0,3.0,3.0,81.94,3,4575.097710776103
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1571.0,3.0,3.0,77.2,3,4914.0674729471675
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1211.0,2.0,0.0,65.07,2,5373.245251857968
Built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1201.0,2.0,2.0,59.96,2,4992.506244796004
Built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1136.0,2.0,1.0,63.06,2,5551.056338028169
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1012.0,2.0,1.0,54.16,2,5351.778656126482
Plot  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1002.0,2.0,0.0,48.28,2,4818.363273453094
Carpet  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,922.0,2.0,3.0,45.5,2,4934.924078091106
Plot  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1186.0,2.0,3.0,58.8,2,4957.841483979764
Built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,969.0,2.0,2.0,49.66,2,5124.871001031992
Plot  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1112.0,2.0,3.0,58.09,2,5223.920863309352
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,930.0,3.0,3.0,45.69,2,4912.903225806452
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,663.0,1.0,3.0,32.33,1,4876.3197586727
Plot  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1561.0,3.0,2.0,75.88,3,4860.986547085202
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1265.0,2.0,0.0,57.53,2,4547.826086956522
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1191.0,2.0,2.0,62.78,2,5271.20067170445
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1043.0,2.0,0.0,53.02,2,5083.413231064238
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1844.0,3.0,2.0,93.52,3,5071.583514099783
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1676.0,3.0,2.0,78.08,3,4658.711217183771
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1161.0,2.0,0.0,55.95,2,4819.121447028424
Plot  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2269.0,5.0,2.0,111.61,4,4918.907007492287
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1404.0,4.0,2.0,67.61,3,4815.527065527065
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,925.0,2.0,0.0,42.03,2,4543.783783783784
Carpet  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1038.0,2.0,3.0,56.35,2,5428.709055876686
Super built-up  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2558.0,4.0,1.0,120.94,4,4727.912431587178
Plot  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1698.0,3.0,2.0,93.16,3,5486.454652532391
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1659.0,3.0,1.0,87.64,3,5282.700421940928
Plot  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2210.0,4.0,3.0,114.71,4,5190.497737556561
Plot  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,704.0,2.0,1.0,38.34,1,5446.022727272728
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1276.0,2.0,1.0,64.07,2,5021.15987460815
Super built-up  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1076.0,2.0,2.0,54.29,2,5045.539033457249
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1442.0,3.0,2.0,77.75,3,5391.816920943134
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1957.0,3.0,1.0,88.02,3,4497.700562084824
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1409.0,4.0,1.0,67.48,3,4789.212207239177
Built-up  Area,Ready To Move,KR Puram,4 BHK,GrnSpce,2461.0,4.0,2.0,134.89,4,5481.105241771636
Super built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1624.0,3.0,2.0,83.71,3,5154.556650246305
Plot  Area,Ready To Move,KR Puram,2 BHK,GrnSpce,1009.0,2.0,2.0,53.35,2,5287.413280475718
Super built-up  Area,Ready To Move,KR Puram,1 BHK,GrnSpce,627.0,2.0,1.0,34.24,1,5460.925039872408
Built-up  Area,Ready To Move,KR Puram,3 BHK,GrnSpce,1878.0,3.0,1.0,95.6,3,5090.5218317358895
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1420.0,3.0,2.0,71.67,3,5047.183098591549
Super built-up  Area,Ready To Move,Kaggadasapura,5 BHK,GrnSpce,4251.0,5.0,2.0,211.26,5,4969.654199011997
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1877.0,3.0,3.0,99.38,3,5294.619072988812
Plot  Area,Ready To Move,Kaggadasapura,5 BHK,GrnSpce,3918.0,5.0,1.0,215.38,5,5497.192445125063
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1560.0,3.0,2.0,82.38,3,5280.7692307692305
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,GrnSpce,1040.0,2.0,0.0,50.78,2,4882.692307692308
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,GrnSpce,1796.0,3.0,1.0,97.74,3,5442.093541202673
